2021-07-15 21:13:52 INFO  DoctorDaoImpl:25 - open session
2021-07-15 21:13:52 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-07-15 21:13:52 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-07-15 21:13:52 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-07-15 21:13:52 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-07-15 21:13:52 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.5.3.Final
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@24faea88
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration class -> org.hibernate.type.ClassType@545de5a4
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@545de5a4
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@274872f8
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@274872f8
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@180e6ac4
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration binary -> org.hibernate.type.BinaryType@7e242b4d
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration byte[] -> org.hibernate.type.BinaryType@7e242b4d
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration [B -> org.hibernate.type.BinaryType@7e242b4d
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@25ddbbbb
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@25ddbbbb
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@25ddbbbb
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration row_version -> org.hibernate.type.RowVersionType@235f4c10
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration image -> org.hibernate.type.ImageType@757d6814
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration characters -> org.hibernate.type.CharArrayType@36b0fcd5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration char[] -> org.hibernate.type.CharArrayType@36b0fcd5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration [C -> org.hibernate.type.CharArrayType@36b0fcd5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@226642a5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@226642a5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@226642a5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration text -> org.hibernate.type.TextType@72bd06ca
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration ntext -> org.hibernate.type.NTextType@55795845
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration blob -> org.hibernate.type.BlobType@3f2ef586
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@3f2ef586
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@2cf92cc7
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration clob -> org.hibernate.type.ClobType@3d8bbcdc
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@3d8bbcdc
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration nclob -> org.hibernate.type.NClobType@2289aca5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@2289aca5
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@6ffab045
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@4a9f80d3
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration serializable -> org.hibernate.type.SerializableType@2d10e0b1
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration object -> org.hibernate.type.ObjectType@5fcacc0
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@5fcacc0
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@6865c751
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@62679465
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@6a988392
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@1d71006f
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@5b6813df
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@5f2606b
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2b58f754
2021-07-15 21:13:53 DEBUG BasicTypeRegistry:157 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@3ebff828
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2021-07-15 21:13:53 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2021-07-15 21:13:53 WARN  pooling:72 - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2021-07-15 21:13:53 INFO  pooling:115 - HHH10001005: using driver [com.microsoft.sqlserver.jdbc.SQLServerDriver] at URL [jdbc:sqlserver://localhost:1433;databaseName=la101]
2021-07-15 21:13:53 INFO  pooling:121 - HHH10001001: Connection properties: {password=123123, user=sa}
2021-07-15 21:13:53 INFO  pooling:129 - HHH10001003: Autocommit mode: false
2021-07-15 21:13:53 DEBUG DriverManagerConnectionProviderImpl:384 - Initializing Connection pool with 1 Connections
2021-07-15 21:13:53 INFO  DriverManagerConnectionProviderImpl:274 - HHH000115: Hibernate connection pool size: 5 (min=1)
2021-07-15 21:13:53 DEBUG JdbcEnvironmentInitiator:72 - Database ->
       name : Microsoft SQL Server
    version : 15.00.2000
      major : 15
      minor : 0
2021-07-15 21:13:53 DEBUG JdbcEnvironmentInitiator:83 - Driver ->
       name : Microsoft JDBC Driver 7.4 for SQL Server
    version : 7.4.1.0
      major : 7
      minor : 4
2021-07-15 21:13:53 DEBUG JdbcEnvironmentInitiator:389 - JDBC version : 4.2
2021-07-15 21:13:53 INFO  Dialect:175 - HHH000400: Using dialect: org.hibernate.dialect.SQLServer2012Dialect
2021-07-15 21:13:53 DEBUG IdentifierHelperBuilder:197 - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
2021-07-15 21:13:53 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
2021-07-15 21:13:53 DEBUG TypeConfiguration$Scope:149 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@57c88764] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@78faea5f]
2021-07-15 21:13:53 DEBUG AnnotationBinder:558 - Binding entity from annotated class: com.la101.entities.Doctor
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-07-15 21:13:53 DEBUG EntityBinder:431 - Import with entity name Doctor
2021-07-15 21:13:53 DEBUG EntityBinder:874 - Bind entity com.la101.entities.Doctor on table Doctor
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=Doc_Number, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [com.la101.entities.Doctor] is safe
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.la101.entities.Doctor
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property number with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Doctor:number]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for number
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property number
2021-07-15 21:13:53 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(Doc_Number)]), number, identity, , ...)
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='doctor'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=appointments, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=null, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=element, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=appointments_KEY, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='appointments_KEY', referencedColumn='null', mappedBy='null'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='doctor'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='doctor'}
2021-07-15 21:13:53 DEBUG CollectionBinder:449 - Collection role: com.la101.entities.Doctor.appointments
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property appointments
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=Doc_Firstname, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property firstName with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Doctor:firstName]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for firstName
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property firstName
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Doctor), mappingColumn=Doc_Lastname, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property lastName with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Doctor:lastName]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for lastName
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property lastName
2021-07-15 21:13:53 DEBUG AnnotationBinder:558 - Binding entity from annotated class: com.la101.entities.Patient
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-07-15 21:13:53 DEBUG EntityBinder:431 - Import with entity name Patient
2021-07-15 21:13:53 DEBUG EntityBinder:874 - Bind entity com.la101.entities.Patient on table Patient
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=Pat_id, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [com.la101.entities.Patient] is safe
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.la101.entities.Patient
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property id with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Patient:id]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for id
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property id
2021-07-15 21:13:53 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(Pat_id)]), id, identity, , ...)
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=Pat_Address, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property address with lazy=false
